Matric No,Surname,Other Names,Grade,Course,Reason
2019793021,Nwosu,Precious,Second Class Lower,Public Health Technology,The Name specified on the senate List does not match with the Name on JAMB Record
2019982982,Nwosu,Victor,Second Class Upper,Agricultural Science,JAMB Number does not exists
2022252863,Okafor,Victor,Second Class Lower,Chemical Engineering,Matriculation Number Already Exist
2016095283,Ifeanyi,Victor,Third Class,Statistics,The Name specified on the senate List does not match with the Name on JAMB Record
2011988408,Okeke,Grace,Third Class,Maritime Management Technology,JAMB Number does not exists
2011426534,Nnamdi,Chiamaka,Second Class Lower,Public Health Technology,Jamb Number has already been used
2022476402,Onyeka,Joy,Second Class Upper,Petroleum Engineering,Jamb Number has already been used
2012869258,Nnamdi,Chidinma,Second Class Upper,Polymer And Textile Engineering,JAMB Number does not exists
2013894359,Okafor,Chukwuemeka,Third Class,Statistics,Matriculation Number Already Exist
2017587093,Okafor,Grace,Second Class Lower,Mechanical & Production Engineering,The Name specified on the senate List does not match with the Name on JAMB Record
2021328690,Ifeanyi,Joy,Second Class Lower,Biotechnology,Jamb Number has already been used
2021836304,Agu,Emeka,Second Class Lower,Mechanical & Production Engineering,Jamb Number has already been used
2022965677,Obi,Joy,Second Class Lower,Agricultural Science,The Name specified on the senate List does not match with the Name on JAMB Record
2017061682,Onyeka,Daniel,Second Class Upper,Mechanical & Production Engineering,Matriculation Number Already Exist
2015830762,Obi,Chukwuemeka,Second Class Upper,Petroleum Engineering,Jamb Number has already been used
2022512106,Ifeanyi,Chidinma,Second Class Lower,Polymer And Textile Engineering,JAMB Number does not exists
2011605745,Okafor,Chidinma,Third Class,Chemical Engineering,JAMB Number does not exists
2012882246,Obi,Victor,Second Class Upper,Polymer And Textile Engineering,Jamb Number has already been used
2019809293,Okeke,Precious,Third Class,Electrical & Electronics Engineering,The Name specified on the senate List does not match with the Name on JAMB Record
2021542311,Nwosu,Victor,Second Class Upper,Urban And Regional Planning,The Name specified on the senate List does not match with the Name on JAMB Record
2012762088,Nwosu,Grace,Second Class Upper,Mechanical & Production Engineering,The Name specified on the senate List does not match with the Name on JAMB Record
2013679332,Umeh,Chukwuemeka,Second Class Upper,Biotechnology,Jamb Number has already been used
2011828348,Obi,Daniel,Third Class,Computer Science,Matriculation Number Already Exist
2011183498,Nwosu,Samuel,Second Class Upper,Polymer And Textile Engineering,Matriculation Number Already Exist
2013535440,Umeh,Samuel,Second Class Lower,Urban And Regional Planning,Matriculation Number Already Exist
2019816180,Ifeanyi,Joy,Third Class,Urban And Regional Planning,Matriculation Number Already Exist
2019830819,Okafor,Chidinma,Second Class Upper,Computer Science,Matriculation Number Already Exist
2020772726,Okeke,Joy,Third Class,Urban And Regional Planning,Jamb Number has already been used
2013153798,Obi,Chidinma,Third Class,Statistics,The Name specified on the senate List does not match with the Name on JAMB Record
2015060536,Agu,Chiamaka,Second Class Upper,Electrical & Electronics Engineering,The Name specified on the senate List does not match with the Name on JAMB Record
2020799125,Ifeanyi,Daniel,Second Class Lower,Industrial Mathematics,Matriculation Number Already Exist
2021761990,Nnamdi,Emeka,Third Class,Microbiology,JAMB Number does not exists
2013486042,Obi,Samuel,Second Class Upper,Electrical & Electronics Engineering,The Name specified on the senate List does not match with the Name on JAMB Record
2020778771,Ifeanyi,Samuel,Second Class Upper,Agricultural Science,JAMB Number does not exists
2022708767,Obi,Joy,Second Class Lower,Industrial Mathematics,Jamb Number has already been used
2018466322,Onyeka,Precious,Second Class Lower,Computer Science,The Name specified on the senate List does not match with the Name on JAMB Record
2021866226,Okeke,Victor,Second Class Lower,Chemical Engineering,Jamb Number has already been used
2014064451,Eze,Daniel,Second Class Lower,Public Health Technology,Matriculation Number Already Exist
2019285418,Okeke,Victor,Third Class,Mechanical & Production Engineering,Jamb Number has already been used
2022074910,Okeke,Chukwuemeka,Second Class Upper,Industrial Mathematics,Matriculation Number Already Exist
2013944113,Okeke,Joy,Second Class Lower,Statistics,Matriculation Number Already Exist
2011433900,Obi,Emeka,Second Class Upper,Civil Engineering,Matriculation Number Already Exist
2018480111,Eze,Joy,Second Class Lower,Petroleum Engineering,Jamb Number has already been used
2022503658,Obi,Chidinma,Second Class Upper,Industrial Mathematics,The Name specified on the senate List does not match with the Name on JAMB Record
2022150388,Okeke,Joy,Second Class Upper,Chemical Engineering,Matriculation Number Already Exist
2019344091,Okeke,Chukwuemeka,Second Class Upper,Chemical Engineering,Jamb Number has already been used
2012766324,Agu,Precious,Second Class Upper,Mechanical & Production Engineering,Jamb Number has already been used
2014189694,Umeh,Chukwuemeka,Second Class Lower,Electrical & Electronics Engineering,The Name specified on the senate List does not match with the Name on JAMB Record
2012972893,Nnamdi,Grace,Second Class Upper,Maritime Management Technology,Matriculation Number Already Exist
2015145785,Ifeanyi,Grace,Second Class Upper,Electrical & Electronics Engineering,The Name specified on the senate List does not match with the Name on JAMB Record
2021664606,Okeke,Chukwuemeka,Third Class,Polymer And Textile Engineering,Jamb Number has already been used
2018512320,Umeh,Grace,Second Class Upper,Electrical & Electronics Engineering,Jamb Number has already been used
2020153288,Nwosu,Emeka,Second Class Lower,Petroleum Engineering,The Name specified on the senate List does not match with the Name on JAMB Record
2016156534,Eze,Chidinma,Third Class,Mechanical & Production Engineering,Jamb Number has already been used
2014872098,Okafor,Grace,Third Class,Biotechnology,JAMB Number does not exists
2019191360,Ifeanyi,Chukwuemeka,Second Class Lower,Mechanical & Production Engineering,Matriculation Number Already Exist
2022466565,Okeke,Joy,Third Class,Agricultural Science,Jamb Number has already been used
2020890118,Nwosu,Emeka,Third Class,Microbiology,JAMB Number does not exists
2021554294,Nnamdi,Daniel,Third Class,Statistics,The Name specified on the senate List does not match with the Name on JAMB Record
2020159494,Nwosu,Precious,Second Class Lower,Industrial Mathematics,The Name specified on the senate List does not match with the Name on JAMB Record
2014580067,Agu,Grace,Third Class,Electrical & Electronics Engineering,The Name specified on the senate List does not match with the Name on JAMB Record
2019017872,Okafor,Joy,Third Class,Civil Engineering,JAMB Number does not exists
2015582570,Okeke,Chiamaka,Second Class Lower,Agricultural Science,JAMB Number does not exists
2011032839,Umeh,Daniel,Second Class Upper,Biotechnology,Jamb Number has already been used
2017626402,Umeh,Daniel,Third Class,Chemical Engineering,JAMB Number does not exists
2019594776,Obi,Chidinma,Second Class Upper,Mechanical & Production Engineering,The Name specified on the senate List does not match with the Name on JAMB Record
2015938277,Onyeka,Chukwuemeka,Third Class,Maritime Management Technology,Jamb Number has already been used
2011447376,Ifeanyi,Chiamaka,Second Class Lower,Microbiology,The Name specified on the senate List does not match with the Name on JAMB Record
2021475728,Nnamdi,Samuel,Third Class,Agricultural Science,Jamb Number has already been used
2018777661,Okeke,Chiamaka,Second Class Lower,Geology,Matriculation Number Already Exist
2011116445,Umeh,Grace,Second Class Upper,Petroleum Engineering,Matriculation Number Already Exist
2015741001,Ifeanyi,Victor,Second Class Lower,Geology,JAMB Number does not exists
2022696133,Umeh,Chidinma,Second Class Upper,Chemical Engineering,JAMB Number does not exists
2020681398,Nnamdi,Precious,Third Class,Agricultural Science,JAMB Number does not exists
2022440884,Nwosu,Chidinma,Second Class Lower,Petroleum Engineering,The Name specified on the senate List does not match with the Name on JAMB Record
2021601406,Eze,Joy,Third Class,Civil Engineering,JAMB Number does not exists
2020479976,Eze,Daniel,Second Class Lower,Mechanical & Production Engineering,Matriculation Number Already Exist
2017679369,Onyeka,Joy,Second Class Upper,Agricultural Science,Jamb Number has already been used
2019589546,Okafor,Chiamaka,Second Class Lower,Agricultural Science,The Name specified on the senate List does not match with the Name on JAMB Record
2016765467,Obi,Victor,Second Class Lower,Agricultural Science,JAMB Number does not exists
2020351576,Ifeanyi,Emeka,Second Class Lower,Statistics,JAMB Number does not exists
2017823666,Okafor,Grace,Third Class,Maritime Management Technology,JAMB Number does not exists
2019301531,Okeke,Precious,Third Class,Petroleum Engineering,Jamb Number has already been used
2011846354,Onyeka,Joy,Third Class,Biotechnology,Matriculation Number Already Exist
2015048677,Nwosu,Emeka,Third Class,Polymer And Textile Engineering,JAMB Number does not exists
2022717998,Okeke,Daniel,Third Class,Mechanical & Production Engineering,The Name specified on the senate List does not match with the Name on JAMB Record
2018001088,Obi,Joy,Second Class Upper,Statistics,The Name specified on the senate List does not match with the Name on JAMB Record
2016495501,Okafor,Samuel,Second Class Upper,Civil Engineering,The Name specified on the senate List does not match with the Name on JAMB Record
2020402485,Okafor,Grace,Third Class,Polymer And Textile Engineering,Matriculation Number Already Exist
2017902899,Umeh,Chiamaka,Second Class Lower,Microbiology,Jamb Number has already been used
2015565733,Okeke,Samuel,Second Class Upper,Agricultural Science,Matriculation Number Already Exist
2018012926,Nwosu,Victor,Second Class Lower,Agricultural Science,Matriculation Number Already Exist
2016139267,Okeke,Emeka,Second Class Upper,Computer Science,JAMB Number does not exists
2018736286,Ifeanyi,Chukwuemeka,Second Class Upper,Urban And Regional Planning,The Name specified on the senate List does not match with the Name on JAMB Record
2013084251,Ifeanyi,Chidinma,Second Class Lower,Urban And Regional Planning,Matriculation Number Already Exist
2015469664,Okeke,Chiamaka,Second Class Upper,Mechanical & Production Engineering,Jamb Number has already been used
2012980966,Agu,Grace,Second Class Upper,Microbiology,The Name specified on the senate List does not match with the Name on JAMB Record
2017926054,Agu,Samuel,Second Class Lower,Public Health Technology,JAMB Number does not exists
2015382909,Ifeanyi,Samuel,Second Class Lower,Electrical & Electronics Engineering,Jamb Number has already been used
2020615180,Okeke,Grace,Second Class Upper,Petroleum Engineering,Jamb Number has already been used
2013562808,Okafor,Daniel,Second Class Upper,Agricultural Science,JAMB Number does not exists
2021975335,Eze,Grace,Second Class Lower,Industrial Mathematics,Jamb Number has already been used
2021317838,Umeh,Victor,Second Class Lower,Industrial Mathematics,Jamb Number has already been used
2018103166,Ifeanyi,Joy,Second Class Lower,Statistics,Jamb Number has already been used
2011000401,Onyeka,Joy,Second Class Upper,Petroleum Engineering,The Name specified on the senate List does not match with the Name on JAMB Record
2013166541,Nnamdi,Joy,Second Class Upper,Biotechnology,The Name specified on the senate List does not match with the Name on JAMB Record
2020866348,Okafor,Chukwuemeka,Second Class Upper,Mechanical & Production Engineering,Matriculation Number Already Exist
2016419498,Okeke,Samuel,Third Class,Polymer And Textile Engineering,JAMB Number does not exists
2015367725,Nwosu,Grace,Second Class Upper,Computer Science,JAMB Number does not exists
2013622458,Agu,Joy,Second Class Upper,Biotechnology,Matriculation Number Already Exist
2020783805,Okeke,Chidinma,Third Class,Electrical & Electronics Engineering,The Name specified on the senate List does not match with the Name on JAMB Record
2014224449,Onyeka,Grace,Second Class Upper,Computer Science,JAMB Number does not exists
2014516831,Okeke,Emeka,Second Class Lower,Mechanical & Production Engineering,The Name specified on the senate List does not match with the Name on JAMB Record
2016197493,Nnamdi,Victor,Third Class,Statistics,Jamb Number has already been used
2019495038,Obi,Chiamaka,Second Class Lower,Electrical & Electronics Engineering,Jamb Number has already been used
2012447603,Eze,Samuel,Second Class Upper,Biotechnology,Jamb Number has already been used
2011386447,Okafor,Grace,Second Class Lower,Chemical Engineering,The Name specified on the senate List does not match with the Name on JAMB Record
2013526223,Okeke,Samuel,Second Class Lower,Urban And Regional Planning,JAMB Number does not exists
2014125922,Onyeka,Daniel,Second Class Upper,Chemical Engineering,JAMB Number does not exists
2018070334,Ifeanyi,Joy,Second Class Upper,Chemical Engineering,Matriculation Number Already Exist
2015463037,Umeh,Grace,Third Class,Mechanical & Production Engineering,Matriculation Number Already Exist
2021618317,Agu,Victor,Second Class Upper,Statistics,Matriculation Number Already Exist
2013142473,Agu,Emeka,Second Class Upper,Electrical & Electronics Engineering,Matriculation Number Already Exist
2017080970,Onyeka,Daniel,Second Class Lower,Polymer And Textile Engineering,Matriculation Number Already Exist
2011842517,Nnamdi,Grace,Second Class Upper,Geology,JAMB Number does not exists
2012157713,Onyeka,Emeka,Second Class Upper,Chemical Engineering,Jamb Number has already been used
2014800855,Onyeka,Daniel,Second Class Upper,Mechanical & Production Engineering,The Name specified on the senate List does not match with the Name on JAMB Record
2016115384,Umeh,Grace,Second Class Upper,Biotechnology,The Name specified on the senate List does not match with the Name on JAMB Record
2015957461,Nwosu,Chukwuemeka,Second Class Lower,Biotechnology,The Name specified on the senate List does not match with the Name on JAMB Record
2020289690,Onyeka,Joy,Third Class,Maritime Management Technology,The Name specified on the senate List does not match with the Name on JAMB Record
2014232541,Agu,Chukwuemeka,Third Class,Computer Science,Jamb Number has already been used
2019987735,Eze,Samuel,Third Class,Electrical & Electronics Engineering,Jamb Number has already been used
2012619127,Ifeanyi,Joy,Second Class Lower,Petroleum Engineering,Jamb Number has already been used
2015376980,Nnamdi,Chidinma,Second Class Lower,Mechanical & Production Engineering,JAMB Number does not exists
2022508119,Ifeanyi,Chidinma,Second Class Upper,Biotechnology,JAMB Number does not exists
2020094138,Umeh,Grace,Second Class Upper,Petroleum Engineering,JAMB Number does not exists
2012884407,Eze,Victor,Second Class Upper,Maritime Management Technology,Jamb Number has already been used
2022735451,Eze,Samuel,Second Class Lower,Civil Engineering,JAMB Number does not exists
2021319323,Umeh,Precious,Second Class Lower,Agricultural Science,Jamb Number has already been used
2020537145,Onyeka,Grace,Second Class Upper,Polymer And Textile Engineering,Matriculation Number Already Exist
2013846418,Nwosu,Samuel,Second Class Lower,Computer Science,Matriculation Number Already Exist
2014105787,Okeke,Emeka,Second Class Upper,Chemical Engineering,The Name specified on the senate List does not match with the Name on JAMB Record
2011305562,Agu,Chiamaka,Second Class Lower,Biotechnology,JAMB Number does not exists
2022263250,Obi,Joy,Third Class,Urban And Regional Planning,JAMB Number does not exists
2019443424,Nnamdi,Daniel,Second Class Lower,Statistics,The Name specified on the senate List does not match with the Name on JAMB Record
2017324445,Umeh,Chidinma,Second Class Lower,Industrial Mathematics,JAMB Number does not exists
2012335548,Ifeanyi,Victor,Second Class Lower,Public Health Technology,Matriculation Number Already Exist
2013063063,Ifeanyi,Grace,Third Class,Petroleum Engineering,Jamb Number has already been used
2012793322,Obi,Chidinma,Third Class,Urban And Regional Planning,Jamb Number has already been used
2011815841,Umeh,Daniel,Second Class Lower,Electrical & Electronics Engineering,JAMB Number does not exists
2017290050,Nnamdi,Samuel,Third Class,Chemical Engineering,Jamb Number has already been used
2017033434,Eze,Chukwuemeka,Second Class Upper,Maritime Management Technology,Jamb Number has already been used
2019407562,Agu,Victor,Second Class Upper,Computer Science,The Name specified on the senate List does not match with the Name on JAMB Record
2015547774,Onyeka,Samuel,Third Class,Urban And Regional Planning,Jamb Number has already been used
2013842788,Nnamdi,Victor,Second Class Lower,Computer Science,JAMB Number does not exists
2012186172,Agu,Chukwuemeka,Third Class,Urban And Regional Planning,Matriculation Number Already Exist
2016100267,Agu,Precious,Second Class Upper,Petroleum Engineering,JAMB Number does not exists
2022285395,Obi,Chukwuemeka,Second Class Lower,Electrical & Electronics Engineering,Matriculation Number Already Exist
2020300051,Ifeanyi,Chukwuemeka,Third Class,Civil Engineering,Matriculation Number Already Exist
2015057457,Nwosu,Daniel,Second Class Upper,Industrial Mathematics,Matriculation Number Already Exist
2020168880,Agu,Daniel,Second Class Upper,Biotechnology,Matriculation Number Already Exist
2022650232,Okeke,Joy,Second Class Upper,Microbiology,Jamb Number has already been used
2018269769,Okeke,Joy,Third Class,Polymer And Textile Engineering,Matriculation Number Already Exist
2012397567,Onyeka,Emeka,Second Class Lower,Industrial Mathematics,Jamb Number has already been used
2011950425,Umeh,Victor,Third Class,Maritime Management Technology,The Name specified on the senate List does not match with the Name on JAMB Record
2015516779,Nwosu,Victor,Second Class Lower,Civil Engineering,The Name specified on the senate List does not match with the Name on JAMB Record
2016483280,Obi,Emeka,Third Class,Biotechnology,Matriculation Number Already Exist
2013796394,Onyeka,Chidinma,Third Class,Biotechnology,The Name specified on the senate List does not match with the Name on JAMB Record
2021944239,Okeke,Emeka,Second Class Lower,Urban And Regional Planning,JAMB Number does not exists
2022697793,Okeke,Daniel,Third Class,Microbiology,The Name specified on the senate List does not match with the Name on JAMB Record
2011430786,Obi,Chidinma,Second Class Lower,Polymer And Textile Engineering,Matriculation Number Already Exist
2018905688,Umeh,Chukwuemeka,Second Class Upper,Chemical Engineering,Matriculation Number Already Exist
2022263638,Okeke,Precious,Second Class Lower,Electrical & Electronics Engineering,Jamb Number has already been used
2013920691,Okafor,Chidinma,Second Class Upper,Biotechnology,JAMB Number does not exists
2022702876,Umeh,Grace,Third Class,Geology,Matriculation Number Already Exist
2020044975,Eze,Chiamaka,Second Class Lower,Biotechnology,JAMB Number does not exists
2020169199,Agu,Joy,Second Class Upper,Statistics,The Name specified on the senate List does not match with the Name on JAMB Record
2016985983,Okafor,Joy,Third Class,Petroleum Engineering,The Name specified on the senate List does not match with the Name on JAMB Record
2012257743,Obi,Emeka,Second Class Upper,Public Health Technology,The Name specified on the senate List does not match with the Name on JAMB Record
2020862413,Nwosu,Daniel,Second Class Lower,Civil Engineering,Matriculation Number Already Exist
2019860108,Umeh,Daniel,Third Class,Electrical & Electronics Engineering,JAMB Number does not exists
2018000213,Nnamdi,Precious,Second Class Upper,Microbiology,The Name specified on the senate List does not match with the Name on JAMB Record
2017410316,Okafor,Chukwuemeka,Second Class Lower,Mechanical & Production Engineering,Matriculation Number Already Exist
2016879630,Onyeka,Grace,Third Class,Mechanical & Production Engineering,Jamb Number has already been used
2013865296,Nnamdi,Precious,Third Class,Biotechnology,The Name specified on the senate List does not match with the Name on JAMB Record
2016212581,Nnamdi,Emeka,Third Class,Biotechnology,Jamb Number has already been used
2022661911,Okeke,Chidinma,Third Class,Statistics,Jamb Number has already been used
2015898604,Okafor,Victor,Second Class Lower,Biotechnology,Matriculation Number Already Exist
2016016824,Eze,Grace,Second Class Lower,Public Health Technology,The Name specified on the senate List does not match with the Name on JAMB Record
2017744345,Obi,Grace,Second Class Upper,Public Health Technology,Jamb Number has already been used
2016362393,Onyeka,Grace,Second Class Upper,Geology,JAMB Number does not exists
2021119411,Okafor,Samuel,Third Class,Maritime Management Technology,Matriculation Number Already Exist
2016087468,Onyeka,Precious,Second Class Lower,Petroleum Engineering,Matriculation Number Already Exist
2022131609,Eze,Grace,Third Class,Petroleum Engineering,Jamb Number has already been used
2011067474,Umeh,Victor,Third Class,Industrial Mathematics,Jamb Number has already been used
2011362247,Okeke,Precious,Second Class Upper,Mechanical & Production Engineering,Jamb Number has already been used
2015958193,Ifeanyi,Samuel,Second Class Lower,Maritime Management Technology,JAMB Number does not exists
2014062598,Nwosu,Chiamaka,Second Class Upper,Chemical Engineering,The Name specified on the senate List does not match with the Name on JAMB Record
2020394838,Onyeka,Daniel,Second Class Lower,Polymer And Textile Engineering,JAMB Number does not exists
2019928481,Eze,Precious,Third Class,Computer Science,JAMB Number does not exists
2015145069,Nwosu,Emeka,Third Class,Computer Science,Jamb Number has already been used
2015712765,Eze,Victor,Second Class Lower,Agricultural Science,Matriculation Number Already Exist
2017027125,Okafor,Emeka,Second Class Upper,Mechanical & Production Engineering,The Name specified on the senate List does not match with the Name on JAMB Record
2017420253,Agu,Precious,Third Class,Industrial Mathematics,JAMB Number does not exists
2011079073,Nwosu,Precious,Third Class,Petroleum Engineering,Matriculation Number Already Exist
2016902977,Ifeanyi,Chiamaka,Second Class Upper,Public Health Technology,Jamb Number has already been used
2019471271,Nnamdi,Precious,Second Class Upper,Urban And Regional Planning,The Name specified on the senate List does not match with the Name on JAMB Record
2013167657,Ifeanyi,Victor,Second Class Upper,Public Health Technology,JAMB Number does not exists
2021506532,Okafor,Daniel,Second Class Upper,Computer Science,The Name specified on the senate List does not match with the Name on JAMB Record
2011875287,Nwosu,Precious,Third Class,Chemical Engineering,The Name specified on the senate List does not match with the Name on JAMB Record
2017792077,Agu,Grace,Second Class Upper,Electrical & Electronics Engineering,The Name specified on the senate List does not match with the Name on JAMB Record
2020421458,Onyeka,Victor,Second Class Lower,Statistics,JAMB Number does not exists
2014857991,Okeke,Victor,Second Class Upper,Chemical Engineering,Jamb Number has already been used
2020325116,Okeke,Joy,Third Class,Public Health Technology,Jamb Number has already been used
2011996133,Nnamdi,Chidinma,Second Class Upper,Microbiology,JAMB Number does not exists
2013743591,Nwosu,Chukwuemeka,Second Class Lower,Industrial Mathematics,JAMB Number does not exists
2020354385,Eze,Chidinma,Second Class Upper,Industrial Mathematics,Jamb Number has already been used
2022575850,Nwosu,Joy,Second Class Lower,Computer Science,Jamb Number has already been used
2012558808,Obi,Precious,Second Class Upper,Geology,Jamb Number has already been used
2017971570,Onyeka,Chiamaka,Second Class Upper,Polymer And Textile Engineering,The Name specified on the senate List does not match with the Name on JAMB Record
2020545227,Onyeka,Daniel,Third Class,Polymer And Textile Engineering,The Name specified on the senate List does not match with the Name on JAMB Record
2022171181,Okafor,Chiamaka,Third Class,Polymer And Textile Engineering,Matriculation Number Already Exist
2020221761,Eze,Chiamaka,Second Class Lower,Civil Engineering,The Name specified on the senate List does not match with the Name on JAMB Record
2018707410,Nnamdi,Grace,Second Class Lower,Electrical & Electronics Engineering,Matriculation Number Already Exist
2021228930,Nnamdi,Chidinma,Third Class,Biotechnology,The Name specified on the senate List does not match with the Name on JAMB Record
2012514171,Agu,Precious,Second Class Upper,Agricultural Science,The Name specified on the senate List does not match with the Name on JAMB Record
2022661733,Nwosu,Joy,Second Class Lower,Public Health Technology,JAMB Number does not exists
2012148917,Eze,Victor,Third Class,Mechanical & Production Engineering,JAMB Number does not exists
2013911984,Eze,Daniel,Third Class,Electrical & Electronics Engineering,Matriculation Number Already Exist
2017701763,Okeke,Joy,Third Class,Statistics,The Name specified on the senate List does not match with the Name on JAMB Record
2016397417,Obi,Samuel,Third Class,Biotechnology,The Name specified on the senate List does not match with the Name on JAMB Record
2011647450,Nnamdi,Chukwuemeka,Second Class Upper,Maritime Management Technology,Matriculation Number Already Exist
2011710065,Obi,Emeka,Second Class Upper,Civil Engineering,The Name specified on the senate List does not match with the Name on JAMB Record
2022518867,Nnamdi,Precious,Second Class Lower,Computer Science,JAMB Number does not exists
2021753462,Umeh,Samuel,Second Class Upper,Geology,JAMB Number does not exists
2015481450,Ifeanyi,Chidinma,Second Class Lower,Urban And Regional Planning,Jamb Number has already been used
2012326850,Umeh,Chidinma,Second Class Lower,Petroleum Engineering,The Name specified on the senate List does not match with the Name on JAMB Record
2022531139,Nnamdi,Daniel,Second Class Lower,Public Health Technology,JAMB Number does not exists
2022829300,Nnamdi,Chukwuemeka,Third Class,Computer Science,Jamb Number has already been used
2020607055,Okeke,Grace,Third Class,Electrical & Electronics Engineering,The Name specified on the senate List does not match with the Name on JAMB Record
2022889562,Agu,Daniel,Second Class Upper,Public Health Technology,Matriculation Number Already Exist
2011367136,Nnamdi,Samuel,Third Class,Polymer And Textile Engineering,The Name specified on the senate List does not match with the Name on JAMB Record
2016981833,Agu,Chukwuemeka,Second Class Lower,Public Health Technology,Jamb Number has already been used
2013804583,Okeke,Daniel,Second Class Lower,Biotechnology,Matriculation Number Already Exist
2017206114,Nnamdi,Emeka,Third Class,Industrial Mathematics,Matriculation Number Already Exist
2021367452,Eze,Emeka,Third Class,Electrical & Electronics Engineering,Jamb Number has already been used
2014729060,Okeke,Grace,Second Class Lower,Petroleum Engineering,The Name specified on the senate List does not match with the Name on JAMB Record
2022843774,Okafor,Joy,Second Class Lower,Electrical & Electronics Engineering,The Name specified on the senate List does not match with the Name on JAMB Record
2020023961,Agu,Chiamaka,Second Class Upper,Agricultural Science,Jamb Number has already been used
2011517913,Nnamdi,Joy,Third Class,Statistics,Jamb Number has already been used
2014290705,Obi,Precious,Second Class Lower,Agricultural Science,Jamb Number has already been used
2016647461,Agu,Victor,Second Class Lower,Civil Engineering,Jamb Number has already been used
2011972047,Onyeka,Grace,Second Class Upper,Maritime Management Technology,The Name specified on the senate List does not match with the Name on JAMB Record
2022929704,Nwosu,Precious,Second Class Upper,Electrical & Electronics Engineering,JAMB Number does not exists
2013376504,Ifeanyi,Emeka,Third Class,Computer Science,Jamb Number has already been used
2014999060,Okeke,Chukwuemeka,Second Class Lower,Mechanical & Production Engineering,Jamb Number has already been used
2021719740,Umeh,Grace,Second Class Upper,Statistics,JAMB Number does not exists
2013492038,Umeh,Samuel,Second Class Lower,Maritime Management Technology,Matriculation Number Already Exist
2015487220,Eze,Emeka,Second Class Lower,Maritime Management Technology,Matriculation Number Already Exist
2014144354,Eze,Emeka,Second Class Upper,Microbiology,The Name specified on the senate List does not match with the Name on JAMB Record
2019824576,Obi,Chidinma,Second Class Lower,Mechanical & Production Engineering,Matriculation Number Already Exist
2020380627,Okeke,Chidinma,Third Class,Mechanical & Production Engineering,Jamb Number has already been used
2012886325,Ifeanyi,Grace,Second Class Upper,Statistics,The Name specified on the senate List does not match with the Name on JAMB Record
2015800785,Agu,Chukwuemeka,Second Class Lower,Public Health Technology,The Name specified on the senate List does not match with the Name on JAMB Record
2022558419,Okeke,Samuel,Second Class Upper,Microbiology,JAMB Number does not exists
2020944548,Obi,Daniel,Second Class Lower,Industrial Mathematics,Matriculation Number Already Exist
2018403172,Obi,Daniel,Second Class Lower,Computer Science,Jamb Number has already been used
2017548852,Nnamdi,Emeka,Second Class Upper,Electrical & Electronics Engineering,Matriculation Number Already Exist
2016795298,Okeke,Victor,Second Class Upper,Maritime Management Technology,JAMB Number does not exists
2021992954,Onyeka,Precious,Second Class Lower,Petroleum Engineering,Matriculation Number Already Exist
2012670360,Eze,Chukwuemeka,Second Class Upper,Public Health Technology,Jamb Number has already been used
2015043202,Eze,Joy,Third Class,Computer Science,The Name specified on the senate List does not match with the Name on JAMB Record
2020526403,Nnamdi,Joy,Second Class Lower,Chemical Engineering,Matriculation Number Already Exist
2019786105,Okafor,Victor,Third Class,Mechanical & Production Engineering,The Name specified on the senate List does not match with the Name on JAMB Record
2012528463,Okafor,Emeka,Second Class Upper,Biotechnology,JAMB Number does not exists
2014657758,Agu,Chukwuemeka,Second Class Lower,Petroleum Engineering,Matriculation Number Already Exist
2022097425,Okeke,Victor,Third Class,Statistics,JAMB Number does not exists
2011178704,Eze,Samuel,Second Class Lower,Maritime Management Technology,Matriculation Number Already Exist
2011319142,Nnamdi,Emeka,Second Class Lower,Agricultural Science,Matriculation Number Already Exist
2018840261,Okafor,Samuel,Second Class Lower,Polymer And Textile Engineering,JAMB Number does not exists
2016253742,Nnamdi,Chiamaka,Third Class,Microbiology,The Name specified on the senate List does not match with the Name on JAMB Record
2018130580,Umeh,Joy,Second Class Lower,Public Health Technology,Jamb Number has already been used
2022760317,Obi,Grace,Second Class Upper,Polymer And Textile Engineering,Jamb Number has already been used
2015114367,Okafor,Chukwuemeka,Second Class Lower,Urban And Regional Planning,Jamb Number has already been used
2015867899,Nwosu,Samuel,Second Class Lower,Statistics,Jamb Number has already been used
2013377248,Eze,Chidinma,Second Class Upper,Geology,Matriculation Number Already Exist
2017791573,Okeke,Victor,Second Class Upper,Chemical Engineering,The Name specified on the senate List does not match with the Name on JAMB Record
2015803187,Nwosu,Samuel,Third Class,Public Health Technology,Jamb Number has already been used
2019588648,Obi,Grace,Third Class,Statistics,JAMB Number does not exists
2016678462,Nwosu,Chukwuemeka,Second Class Lower,Civil Engineering,The Name specified on the senate List does not match with the Name on JAMB Record
2021733724,Eze,Victor,Second Class Lower,Mechanical & Production Engineering,Matriculation Number Already Exist
2014399059,Ifeanyi,Precious,Second Class Upper,Biotechnology,JAMB Number does not exists
2014783385,Agu,Victor,Second Class Upper,Biotechnology,Matriculation Number Already Exist
2020640483,Umeh,Grace,Second Class Upper,Chemical Engineering,JAMB Number does not exists
2012272868,Ifeanyi,Chukwuemeka,Third Class,Urban And Regional Planning,Jamb Number has already been used
2013177800,Ifeanyi,Samuel,Third Class,Computer Science,Jamb Number has already been used
2022319103,Umeh,Grace,Third Class,Polymer And Textile Engineering,Matriculation Number Already Exist
